posting_date,work_year,job_title,ai_role_category,experience_level,employment_type,salary_usd,salary_band,company_location,region,employee_residence,remote_type,company_size,industry,ai_tools_required,yoy_demand_change,high_demand,ai_disruption_risk,data_note
2024-11-03,2024,Data Science Consultant,Other AI / Data,Senior,Full-Time,124914.0,$120K-$180K,Germany,Europe,Germany,On-site,Medium (50-250),Manufacturing,"Python, Scikit-learn, FastAPI, Docker",0.08,False,Medium,extrapolated
2024-07-29,2024,Machine Learning Engineer,Machine Learning,Senior,Full-Time,183463.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, LightGBM, CatBoost, Optuna",0.22,True,Low,extrapolated
2024-01-27,2024,Machine Learning Infrastructure Engineer,Machine Learning,Mid Level,Full-Time,155973.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"LlamaIndex, Scikit-learn, Imbalanced-learn, SMOTE",0.22,True,Low,extrapolated
2024-11-04,2024,Machine Learning Research Engineer,Machine Learning,Senior,Full-Time,87646.0,$80K-$120K,United Kingdom,Europe,United Kingdom,Remote,Medium (50-250),Technology,"Python, CatBoost, Hyperopt, GPT-4",0.22,True,Low,extrapolated
2024-11-23,2024,Head of Data,Leadership,Senior,Full-Time,327433.0,$250K+,Australia,Asia Pacific,Australia,Remote,Medium (50-250),Technology,"SQL, Looker, Jira, Notion",0.1,True,Medium,extrapolated
2024-01-06,2024,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,147552.0,$120K-$180K,India,Asia Pacific,India,Remote,Medium (50-250),E-Commerce,"Python, CatBoost, Hyperopt, Pandas",0.22,True,Low,extrapolated
2024-08-21,2024,Analytics Engineer,Data Analytics,Senior,Full-Time,188114.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Finance,"Excel, SQL, Power BI, Python",0.05,False,High,extrapolated
2024-08-30,2024,Data Science Lead,Other AI / Data,Executive,Full-Time,243615.0,$180K-$250K,United Kingdom,Europe,United Kingdom,Remote,Medium (50-250),Technology,"Python, SQL, Pandas, Matplotlib",0.08,False,Medium,extrapolated
2024-03-12,2024,Data Architect,Other AI / Data,Senior,Full-Time,213219.0,$180K-$250K,India,Asia Pacific,India,On-site,Medium (50-250),Technology,"Python, R, LlamaIndex, Excel",0.08,False,Medium,extrapolated
2024-12-14,2024,AI Developer,Other AI / Data,Executive,Full-Time,138754.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Healthcare,"Python, LlamaIndex, Plotly, Streamlit",0.08,False,Medium,extrapolated
2024-09-24,2024,AI Programmer,Other AI / Data,Senior,Full-Time,91581.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, R, SQL, Excel",0.08,False,Medium,extrapolated
2024-09-15,2024,Applied Machine Learning Scientist,Machine Learning,Senior,Full-Time,88398.0,$80K-$120K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, PyTorch, Ray Tune, LlamaIndex",0.22,True,Low,extrapolated
2024-12-28,2024,AI Developer,Other AI / Data,Senior,Full-Time,102269.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Automotive,"Python, SQL, Airflow, Snowflake",0.08,False,Medium,extrapolated
2024-02-09,2024,Analytics Engineer,Data Analytics,Senior,Full-Time,214025.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"R, SQL, ggplot2, Shiny",0.05,False,High,extrapolated
2024-07-13,2024,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,135775.0,$120K-$180K,Germany,Europe,Germany,On-site,Medium (50-250),Media & Entertainment,"Python, Claude API, Hyperopt, Pandas",0.22,True,Low,extrapolated
2024-02-20,2024,Research Engineer,Other AI / Data,Mid Level,Full-Time,150888.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, SQL, Spark, Power BI",0.08,False,Medium,extrapolated
2024-10-12,2024,Data Analytics Manager,Data Analytics,Senior,Full-Time,168608.0,$120K-$180K,Canada,North America,Canada,Hybrid,Large (250+),Technology,"SQL, Python, Tableau, Excel",0.05,False,High,extrapolated
2024-10-15,2024,Data Architect,Other AI / Data,Senior,Full-Time,168834.0,$120K-$180K,Germany,Europe,Germany,On-site,Large (250+),Healthcare,"Python, SQL, RAG, Power BI",0.08,False,Medium,extrapolated
2024-04-04,2024,Machine Learning Engineer,Machine Learning,Senior,Full-Time,177923.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, PyTorch, Scikit-learn, MLflow",0.22,True,Low,extrapolated
2024-02-26,2024,Data Science Consultant,Other AI / Data,Executive,Full-Time,148339.0,$120K-$180K,South Korea,Asia Pacific,South Korea,On-site,Medium (50-250),Technology,"R, Python, Claude API, ggplot2",0.08,False,Medium,extrapolated
2024-11-06,2024,Data Architect,Other AI / Data,Senior,Full-Time,193604.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Education,"Python, SQL, Plotly, Streamlit",0.08,False,Medium,extrapolated
2024-04-12,2024,Data Manager,Leadership,Senior,Full-Time,130681.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"SQL, BigQuery, Looker, Asana",0.1,True,Medium,extrapolated
2024-01-06,2024,Machine Learning Engineer,Machine Learning,Executive,Full-Time,210721.0,$180K-$250K,Australia,Asia Pacific,Australia,Remote,Medium (50-250),Education,"Python, LightGBM, CatBoost, Optuna",0.22,True,Low,extrapolated
2024-06-30,2024,Analytics Engineer,Data Analytics,Senior,Full-Time,198854.0,$180K-$250K,UAE,Middle East,UAE,Remote,Large (250+),Technology,"SQL, Mode, Python, Redshift",0.05,False,High,extrapolated
2024-10-18,2024,Cloud Database Engineer,Other AI / Data,Mid Level,Full-Time,118435.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Finance,"Python, TensorFlow, GPT-4, AWS",0.08,False,Medium,extrapolated
2024-10-18,2024,Machine Learning Software Engineer,Machine Learning,Mid Level,Full-Time,157929.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, CatBoost, Hyperopt, Pandas",0.22,True,Low,extrapolated
2024-03-25,2024,Business Intelligence Engineer,Other AI / Data,Senior,Full-Time,224996.0,$180K-$250K,United States,North America,United States,Hybrid,Large (250+),Finance,"Python, SQL, Airflow, Snowflake",0.08,False,Medium,extrapolated
2024-04-15,2024,Director of Data Science,Leadership,Mid Level,Full-Time,230388.0,$180K-$250K,Switzerland,Europe,Switzerland,Remote,Medium (50-250),Healthcare,"Python, LlamaIndex, Databricks, Confluence",0.1,True,Medium,extrapolated
2024-01-26,2024,Data Science Manager,Leadership,Senior,Full-Time,248487.0,$180K-$250K,United Kingdom,Europe,United Kingdom,On-site,Medium (50-250),Technology,"SQL, BigQuery, Looker, Asana",0.1,True,Medium,extrapolated
2024-04-02,2024,Data Manager,Leadership,Mid Level,Full-Time,102331.0,$80K-$120K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Snowflake, dbt",0.1,True,Medium,extrapolated
2024-01-30,2024,Data Science Lead,Other AI / Data,Senior,Full-Time,187488.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, LangFuse, FastAPI, Docker",0.08,False,Medium,extrapolated
2024-04-14,2024,Head of Data,Leadership,Senior,Full-Time,347537.0,$250K+,Germany,Europe,Germany,On-site,Medium (50-250),Technology,"Python, LangChain, Power BI, Confluence",0.1,True,Medium,extrapolated
2024-03-02,2024,Data Architect,Other AI / Data,Senior,Full-Time,170666.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Airflow, Snowflake",0.08,False,Medium,extrapolated
2024-11-15,2024,Data Science Consultant,Other AI / Data,Senior,Full-Time,122506.0,$120K-$180K,Canada,North America,Canada,Hybrid,Medium (50-250),Healthcare,"LangSmith, dbt, SQL, Looker",0.08,False,Medium,extrapolated
2024-11-05,2024,Data DevOps Engineer,Other AI / Data,Senior,Full-Time,60957.0,$50K-$80K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, Scikit-learn, LangSmith, Docker",0.08,False,Medium,extrapolated
2024-04-30,2024,Director of Data Science,Leadership,Mid Level,Full-Time,204206.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),E-Commerce,"Python, SQL, Power BI, LlamaIndex",0.1,True,Medium,extrapolated
2024-06-22,2024,Data Architect,Other AI / Data,Senior,Full-Time,174241.0,$120K-$180K,Germany,Europe,Germany,On-site,Medium (50-250),Technology,"Python, SQL, Pandas, Matplotlib",0.08,False,Medium,extrapolated
2024-03-04,2024,Data Science Manager,Leadership,Mid Level,Full-Time,176877.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, SQL, Tableau, Pinecone",0.1,True,Medium,extrapolated
2024-09-17,2024,Machine Learning Infrastructure Engineer,Machine Learning,Senior,Full-Time,226510.0,$180K-$250K,United States,North America,United States,On-site,Small (<50),Technology,"Python, XGBoost, LangFuse, Plotly",0.22,True,Low,extrapolated
2024-12-20,2024,Head of Data Science,Leadership,Mid Level,Full-Time,141373.0,$120K-$180K,Japan,Asia Pacific,Japan,On-site,Medium (50-250),Technology,"Python, SQL, Tableau, Jira",0.1,True,Medium,extrapolated
2024-11-04,2024,Computer Vision Engineer,Computer Vision,Mid Level,Full-Time,195634.0,$180K-$250K,Poland,Europe,Poland,Hybrid,Medium (50-250),Technology,"Python, Segment Anything, PyTorch, ONNX",0.25,True,Low,extrapolated
2024-11-06,2024,Cloud Database Engineer,Other AI / Data,Senior,Full-Time,161095.0,$120K-$180K,Singapore,Asia Pacific,Singapore,Hybrid,Medium (50-250),Healthcare,"RAG, SQL, Plotly, Streamlit",0.08,False,Medium,extrapolated
2024-09-18,2024,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,146756.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, AutoML, H2O, PyCaret",0.22,True,Low,extrapolated
2024-09-02,2024,Data Manager,Leadership,Senior,Full-Time,143700.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Healthcare,"Python, SQL, LangChain, Jira",0.1,True,Medium,extrapolated
2024-04-11,2024,BI Developer,Data Analytics,Senior,Full-Time,142382.0,$120K-$180K,United States,North America,United States,Hybrid,Small (<50),Finance,"SQL, Metabase, Python, Postgres",0.05,False,High,extrapolated
2024-03-28,2024,Data Analytics Lead,Data Analytics,Entry Level,Full-Time,15000.0,<$50K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"SQL, Mode, Python, Pinecone",0.05,False,High,extrapolated
2024-03-13,2024,AI Scientist,AI Research,Executive,Full-Time,392295.0,$250K+,India,Asia Pacific,India,Remote,Large (250+),Media & Entertainment,"Python, PyTorch, Weights & Biases, Hydra",0.3,True,Low,extrapolated
2024-07-30,2024,Machine Learning Infrastructure Engineer,Machine Learning,Mid Level,Full-Time,152638.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, Claude API, Feature-engine, SHAP",0.22,True,Low,extrapolated
2024-05-09,2024,Data Architect,Other AI / Data,Mid Level,Full-Time,164080.0,$120K-$180K,United States,North America,United States,Hybrid,Large (250+),Technology,"Python, Scikit-learn, FastAPI, Docker",0.08,False,Medium,extrapolated
2024-10-29,2024,Data Science Consultant,Other AI / Data,Mid Level,Full-Time,82413.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Automotive,"Python, R, SQL, Excel",0.08,False,Medium,extrapolated
2024-06-27,2024,Data Analytics Manager,Data Analytics,Senior,Full-Time,165279.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),E-Commerce,"SQL, Looker, Python, Claude API",0.05,False,High,extrapolated
2024-07-22,2024,Analytics Engineer,Data Analytics,Senior,Full-Time,199311.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Automotive,"Weaviate, Mixpanel, Python, Amplitude",0.05,False,High,extrapolated
2024-11-26,2024,Research Engineer,Other AI / Data,Senior,Full-Time,187210.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Manufacturing,"GPT-4, R, SQL, Excel",0.08,False,Medium,extrapolated
2024-06-11,2024,Data Manager,Leadership,Senior,Full-Time,143029.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, GPT-4, Notion",0.1,True,Medium,extrapolated
2024-10-02,2024,Data Science Manager,Leadership,Senior,Full-Time,258222.0,$250K+,United States,North America,United States,Hybrid,Large (250+),Technology,"Python, SQL, Tableau, Jira",0.1,True,Medium,extrapolated
2024-07-12,2024,BI Developer,Data Analytics,Mid Level,Full-Time,118718.0,$80K-$120K,South Korea,Asia Pacific,South Korea,Remote,Medium (50-250),E-Commerce,"R, SQL, ggplot2, Shiny",0.05,False,High,extrapolated
2024-12-02,2024,ETL Engineer,Data Engineering,Senior,Full-Time,78949.0,$50K-$80K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, dbt, Airflow, Claude API",0.18,True,Medium,extrapolated
2024-09-22,2024,AI Developer,Other AI / Data,Senior,Full-Time,102396.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, TensorFlow, SQL, AWS",0.08,False,Medium,extrapolated
2024-01-20,2024,Data Science Manager,Leadership,Senior,Full-Time,223055.0,$180K-$250K,Germany,Europe,Germany,Hybrid,Medium (50-250),Technology,"Python, SQL, GPT-4, Notion",0.1,True,Medium,extrapolated
2024-09-07,2024,Analytics Engineer,Data Analytics,Mid Level,Full-Time,169311.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"SQL, Superset, dbt, Snowflake",0.05,False,High,extrapolated
2024-11-29,2024,Head of Data Science,Leadership,Senior,Full-Time,209625.0,$180K-$250K,United States,North America,United States,Hybrid,Large (250+),E-Commerce,"Python, SQL, GPT-4, RAG",0.1,True,Medium,extrapolated
2024-05-05,2024,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,141757.0,$120K-$180K,India,Asia Pacific,India,On-site,Large (250+),Consulting,"LangSmith, TensorFlow, TFX, Vertex AI",0.22,True,Low,extrapolated
2024-08-26,2024,Research Engineer,Other AI / Data,Executive,Full-Time,218662.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, RAG, Scikit-learn, Tableau",0.08,False,Medium,extrapolated
2024-04-01,2024,ETL Engineer,Data Engineering,Senior,Full-Time,87992.0,$80K-$120K,Sweden,Europe,Sweden,On-site,Medium (50-250),Technology,"Python, RAG, dbt, BigQuery",0.18,True,Medium,extrapolated
2024-06-23,2024,BI Developer,Data Analytics,Executive,Full-Time,184334.0,$180K-$250K,United States,North America,United States,Hybrid,Large (250+),Technology,"Python, LangChain, Tableau, Pandas",0.05,False,High,extrapolated
2024-06-10,2024,Business Data Analyst,Data Analytics,Mid Level,Full-Time,17967.0,<$50K,Australia,Asia Pacific,Australia,On-site,Large (250+),Consulting,"SQL, Metabase, Python, Postgres",0.05,False,High,extrapolated
2024-11-25,2024,Data Infrastructure Engineer,MLOps / AI Infra,Senior,Full-Time,206742.0,$180K-$250K,Japan,Asia Pacific,Japan,Hybrid,Large (250+),Technology,"Python, Ray, MLflow, FastAPI",0.35,True,Low,extrapolated
2024-04-08,2024,Research Engineer,Other AI / Data,Mid Level,Full-Time,152403.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"R, Python, SQL, ggplot2",0.08,False,Medium,extrapolated
2024-06-18,2024,Research Engineer,Other AI / Data,Senior,Full-Time,185080.0,$180K-$250K,United States,North America,United States,Remote,Large (250+),Technology,"LangSmith, Python, SQL, ggplot2",0.08,False,Medium,extrapolated
2024-07-30,2024,Data Analytics Manager,Data Analytics,Senior,Full-Time,170141.0,$120K-$180K,United States,North America,United States,Remote,Medium (50-250),E-Commerce,"SQL, GPT-4, Python, Postgres",0.05,False,High,extrapolated
2024-09-15,2024,Data Architect,Other AI / Data,Senior,Full-Time,173231.0,$120K-$180K,France,Europe,France,Remote,Medium (50-250),Technology,"Python, SQL, Scikit-learn, LangChain",0.08,False,Medium,extrapolated
2024-02-22,2024,Data Analytics Lead,Data Analytics,Mid Level,Full-Time,16178.0,<$50K,United States,North America,United States,Hybrid,Medium (50-250),Consulting,"SQL, Google Analytics, Python, GPT-4",0.05,False,High,extrapolated
2024-05-20,2024,Business Data Analyst,Data Analytics,Senior,Contract,25935.0,<$50K,UAE,Middle East,UAE,Remote,Medium (50-250),Technology,"SQL, Superset, LangSmith, Snowflake",0.05,False,High,extrapolated
2024-02-07,2024,Data Science Manager,Leadership,Senior,Full-Time,239672.0,$180K-$250K,Brazil,Latin America,Brazil,On-site,Large (250+),Technology,"Python, SQL, RAG, Confluence",0.1,True,Medium,extrapolated
2024-02-27,2024,Data Science Manager,Leadership,Senior,Full-Time,264885.0,$250K+,Singapore,Asia Pacific,Singapore,On-site,Medium (50-250),Technology,"Python, SQL, Snowflake, dbt",0.1,True,Medium,extrapolated
2024-05-03,2024,Data Analytics Lead,Data Analytics,Entry Level,Full-Time,15000.0,<$50K,India,Asia Pacific,India,Remote,Medium (50-250),Finance,"RAG, dbt, Hex, Snowflake",0.05,False,High,extrapolated
2024-08-16,2024,Data Modeler,Other AI / Data,Mid Level,Full-Time,112799.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Finance,"Python, TensorFlow, SQL, AWS",0.08,False,Medium,extrapolated
2024-09-23,2024,Data Science Manager,Leadership,Senior,Full-Time,271891.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, Databricks, Jira",0.1,True,Medium,extrapolated
2024-08-14,2024,Data Science Manager,Leadership,Senior,Full-Time,260817.0,$250K+,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Snowflake, dbt",0.1,True,Medium,extrapolated
2024-03-09,2024,Data Science Manager,Leadership,Senior,Full-Time,233413.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"SQL, BigQuery, Looker, Asana",0.1,True,Medium,extrapolated
2024-01-19,2024,Data Analytics Specialist,Data Analytics,Senior,Full-Time,112417.0,$80K-$120K,United States,North America,United States,Hybrid,Large (250+),Media & Entertainment,"GPT-4, Mixpanel, Python, Amplitude",0.05,False,High,extrapolated
2024-01-18,2024,AI Developer,Other AI / Data,Mid Level,Full-Time,86631.0,$80K-$120K,Singapore,Asia Pacific,Singapore,On-site,Medium (50-250),Media & Entertainment,"Python, TensorFlow, SQL, AWS",0.08,False,Medium,extrapolated
2024-07-03,2024,AI Developer,Other AI / Data,Senior,Full-Time,109010.0,$80K-$120K,United States,North America,United States,Remote,Large (250+),Technology,"Python, Scikit-learn, FastAPI, Docker",0.08,False,Medium,extrapolated
2024-02-07,2024,Business Intelligence Engineer,Other AI / Data,Mid Level,Full-Time,164709.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, R, SQL, Excel",0.08,False,Medium,extrapolated
2024-08-15,2024,Head of Data,Leadership,Senior,Full-Time,353370.0,$250K+,India,Asia Pacific,India,Remote,Medium (50-250),Technology,"Python, Spark, Databricks, Confluence",0.1,True,Medium,extrapolated
2024-10-01,2024,Data Science Manager,Leadership,Senior,Full-Time,252843.0,$250K+,Netherlands,Europe,Netherlands,Hybrid,Large (250+),Technology,"Python, SQL, Databricks, Jira",0.1,True,Medium,extrapolated
2024-05-28,2024,Machine Learning Scientist,Machine Learning,Senior,Full-Time,259019.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Finance,"Python, JAX, Flax, Weaviate",0.22,True,Low,extrapolated
2024-01-19,2024,Data Science Manager,Leadership,Senior,Contract,270892.0,$250K+,United States,North America,United States,Hybrid,Medium (50-250),Finance,"Python, SQL, Power BI, Confluence",0.1,True,Medium,extrapolated
2024-05-19,2024,Data Science Manager,Leadership,Senior,Full-Time,273149.0,$250K+,United States,North America,United States,Remote,Medium (50-250),Technology,"Python, SQL, LangFuse, Notion",0.1,True,Medium,extrapolated
2024-02-13,2024,Data Science Manager,Leadership,Mid Level,Full-Time,214467.0,$180K-$250K,United States,North America,United States,Remote,Medium (50-250),Automotive,"Python, LangSmith, Databricks, Confluence",0.1,True,Medium,extrapolated
2024-06-22,2024,Research Engineer,Other AI / Data,Senior,Full-Time,180758.0,$180K-$250K,Singapore,Asia Pacific,Singapore,Hybrid,Large (250+),Technology,"Python, SQL, RAG, Streamlit",0.08,False,Medium,extrapolated
2024-10-17,2024,Data Science Engineer,Other AI / Data,Senior,Full-Time,160054.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, dbt, SQL, Looker",0.08,False,Medium,extrapolated
2024-02-04,2024,Data Analytics Specialist,Data Analytics,Senior,Full-Time,105853.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Media & Entertainment,"SQL, Jupyter, LangChain, Plotly",0.05,False,High,extrapolated
2024-04-23,2024,Machine Learning Scientist,Machine Learning,Senior,Full-Time,277645.0,$250K+,Switzerland,Europe,Switzerland,Remote,Large (250+),E-Commerce,"Python, Scikit-learn, XGBoost, Pandas",0.22,True,Low,extrapolated
2024-08-08,2024,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,140416.0,$120K-$180K,India,Asia Pacific,India,Remote,Medium (50-250),Finance,"Python, Scikit-learn, Statsmodels, LangSmith",0.22,True,Low,extrapolated
2024-06-03,2024,Data Scientist,Data Science,Senior,Full-Time,188918.0,$180K-$250K,Spain,Europe,Spain,On-site,Medium (50-250),E-Commerce,"Python, LlamaIndex, DuckDB, Plotly",0.12,True,Medium,extrapolated
2024-01-07,2024,Data Manager,Leadership,Senior,Full-Time,128118.0,$120K-$180K,United States,North America,United States,Remote,Large (250+),Healthcare,"Weaviate, Power BI, Azure, Teams",0.1,True,Medium,extrapolated
2024-11-22,2024,Data Science Consultant,Other AI / Data,Senior,Full-Time,119532.0,$80K-$120K,Netherlands,Europe,Netherlands,Hybrid,Large (250+),Technology,"Python, TensorFlow, SQL, GPT-4",0.08,False,Medium,extrapolated
2024-02-13,2024,BI Developer,Data Analytics,Senior,Full-Time,133050.0,$120K-$180K,UAE,Middle East,UAE,On-site,Medium (50-250),Technology,"SQL, Python, Tableau, Excel",0.05,False,High,extrapolated
2024-04-06,2024,Analytics Engineer,Data Analytics,Senior,Full-Time,190861.0,$180K-$250K,United Kingdom,Europe,United Kingdom,Remote,Small (<50),Media & Entertainment,"Python, SQL, Redash, Postgres",0.05,False,High,extrapolated
2024-07-07,2024,BI Developer,Data Analytics,Senior,Full-Time,152245.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Finance,"Excel, SQL, Power BI, Python",0.05,False,High,extrapolated
2024-05-10,2024,Machine Learning Engineer,Machine Learning,Senior,Full-Time,167141.0,$120K-$180K,Canada,North America,Canada,On-site,Medium (50-250),Automotive,"Python, GPT-4, Hyperopt, Pandas",0.22,True,Low,extrapolated
2024-10-24,2024,Data Manager,Leadership,Senior,Full-Time,145750.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"Python, SQL, Power BI, Confluence",0.1,True,Medium,extrapolated
2024-08-07,2024,BI Developer,Data Analytics,Senior,Full-Time,153843.0,$120K-$180K,United States,North America,United States,Hybrid,Medium (50-250),Technology,"SQL, Mode, Python, Redshift",0.05,False,High,extrapolated
2024-05-25,2024,Research Engineer,Other AI / Data,Senior,Full-Time,175291.0,$120K-$180K,Canada,North America,Canada,Hybrid,Medium (50-250),Media & Entertainment,"Gemini API, SQL, Pandas, Matplotlib",0.08,False,Medium,extrapolated
2024-09-16,2024,Research Engineer,Other AI / Data,Senior,Full-Time,197011.0,$180K-$250K,United States,North America,United States,On-site,Medium (50-250),Healthcare,"Python, SQL, LlamaIndex, Tableau",0.08,False,Medium,extrapolated
2024-02-23,2024,Data Manager,Leadership,Entry Level,Full-Time,80973.0,$80K-$120K,United States,North America,United States,Remote,Large (250+),Technology,"Python, SQL, GPT-4, Pinecone",0.1,True,Medium,extrapolated
2024-07-03,2024,Research Engineer,Other AI / Data,Senior,Full-Time,198037.0,$180K-$250K,United States,North America,United States,On-site,Small (<50),Finance,"Python, dbt, SQL, Looker",0.08,False,Medium,extrapolated
2024-02-03,2024,Head of Data Science,Leadership,Senior,Full-Time,200728.0,$180K-$250K,India,Asia Pacific,India,Hybrid,Large (250+),E-Commerce,"SQL, Power BI, Azure, Teams",0.1,True,Medium,extrapolated
2024-08-24,2024,Data Science Lead,Other AI / Data,Entry Level,Full-Time,117556.0,$80K-$120K,United States,North America,United States,On-site,Medium (50-250),Technology,"Python, SQL, Spark, Power BI",0.08,False,Medium,extrapolated
2024-05-03,2024,BI Developer,Data Analytics,Mid Level,Full-Time,126428.0,$120K-$180K,Poland,Europe,Poland,Remote,Medium (50-250),Media & Entertainment,"SQL, GPT-4, Python, BigQuery",0.05,False,High,extrapolated
2024-03-06,2024,Financial Data Analyst,Data Analytics,Senior,Full-Time,139512.0,$120K-$180K,Ireland,Europe,Ireland,Remote,Medium (50-250),Finance,"SQL, Power BI, Excel, DAX",0.05,False,High,extrapolated
2024-01-29,2024,Data Architect,Other AI / Data,Senior,Full-Time,176824.0,$120K-$180K,United States,North America,United States,On-site,Large (250+),Technology,"Python, TensorFlow, SQL, AWS",0.08,False,Medium,extrapolated
2024-10-22,2024,Data Modeler,Other AI / Data,Senior,Full-Time,159333.0,$120K-$180K,United States,North America,United States,Hybrid,Small (<50),E-Commerce,"Python, R, SQL, Excel",0.08,False,Medium,extrapolated
2024-01-01,2024,Machine Learning Engineer,Machine Learning,Mid Level,Full-Time,134368.0,$120K-$180K,Japan,Asia Pacific,Japan,On-site,Medium (50-250),Education,"Python, AutoML, H2O, PyCaret",0.22,True,Low,extrapolated
2024-01-04,2024,Analytics Engineer,Data Analytics,Senior,Contract,215549.0,$180K-$250K,Poland,Europe,Poland,On-site,Medium (50-250),Finance,"SQL, Power BI, Excel, DAX",0.05,False,High,extrapolated
2024-07-17,2024,AI Developer,Other AI / Data,Senior,Full-Time,117680.0,$80K-$120K,United Kingdom,Europe,United Kingdom,On-site,Large (250+),Technology,"Python, dbt, SQL, Weaviate",0.08,False,Medium,extrapolated
2024-06-25,2024,Business Intelligence Engineer,Other AI / Data,Senior,Full-Time,186712.0,$180K-$250K,Japan,Asia Pacific,Japan,Hybrid,Medium (50-250),Technology,"Python, SQL, Scikit-learn, Tableau",0.08,False,Medium,extrapolated
2024-08-31,2024,Machine Learning Infrastructure Engineer,Machine Learning,Mid Level,Full-Time,158073.0,$120K-$180K,Canada,North America,Canada,Remote,Medium (50-250),Technology,"Python, Scikit-learn, XGBoost, LlamaIndex",0.22,True,Low,extrapolated
2024-10-26,2024,Research Engineer,Other AI / Data,Senior,Full-Time,178784.0,$120K-$180K,Germany,Europe,Germany,Hybrid,Large (250+),E-Commerce,"R, Python, SQL, ggplot2",0.08,False,Medium,extrapolated
2024-06-24,2024,BI Developer,Data Analytics,Senior,Full-Time,144523.0,$120K-$180K,United States,North America,United States,On-site,Medium (50-250),Technology,"SQL, Weaviate, dbt, Databricks",0.05,False,High,extrapolated
2024-04-24,2024,Machine Learning Engineer,Machine Learning,Senior,Full-Time,195236.0,$180K-$250K,Ireland,Europe,Ireland,On-site,Small (<50),Finance,"Python, XGBoost, SHAP, LangFuse",0.22,True,Low,extrapolated
2024-12-17,2024,Data Architect,Other AI / Data,Senior,Full-Time,209773.0,$180K-$250K,United States,North America,United States,Hybrid,Small (<50),Government,"Python, SQL, Spark, Gemini API",0.08,False,Medium,extrapolated
2024-09-15,2024,Analytics Engineer,Data Analytics,Senior,Full-Time,206560.0,$180K-$250K,United States,North America,United States,Hybrid,Medium (50-250),Consulting,"SQL, Power BI, Excel, DAX",0.05,False,High,extrapolated
